B9FU30_ORYSJ_284-472	B9FU30_ORYSJ_849-1024	Q5Z6I4_ORYSJ_261-445	Q5Z6I4_ORYSJ_857-1036	D0NKW7_PHYIT_491-663	D0NKW7_PHYIT_696-864	Q22US2_TETTS_932-1154	Q22US2_TETTS_1211-1402	Q22US2_TETTS_1444-1649	B9G1J5_ORYSJ_289-475	B9G1J5_ORYSJ_898-1071	C2GR1_ARATH_236-423	C2GR1_ARATH_844-1019	A9TQ08_PHYPA_235-415	A9TQ08_PHYPA_826-1012	C2GR2_ARATH_238-426	C2GR2_ARATH_849-1023	B9F3V9_ORYSJ_332-515	B9F3V9_ORYSJ_899-1075	A9SDA2_PHYPA_232-412	A9SDA2_PHYPA_817-1004	A9TQF1_PHYPA_224-401	A9TQF1_PHYPA_820-1003	Q7XKT6_ORYSJ_248-436	Q7XKT6_ORYSJ_859-1033	YSP2_YEAST_841-1021	YSP2_YEAST_1046-1230	A9RSX7_PHYPA_212-394	A9RSX7_PHYPA_807-992	F4HVW5_ARATH_257-449	YHO0_YEAST_751-934	YHO0_YEAST_957-1143	B9G4K6_ORYSJ_394-582	GRM1B_HUMAN_55-233	GRM1B_HUMAN_321-502	GRM1B_MOUSE_321-502	GRM1C_HUMAN_107-289	GRM1C_HUMAN_312-494	B3KUR5_HUMAN_45-223	GRM1C_MOUSE_107-289	Q8W4D4_ARATH_391-576	I7M7X5_TETTS_1013-1226	I7M7X5_TETTS_1307-1507	Q2MGF5_CAEEL_57-244	J3KR86_HUMAN_127-303	Q55FU7_DICDI_479-662	GRM1A_MOUSE_365-539	C4M0I0_ENTHI_201-371	C4M0I0_ENTHI_381-531	B3KQF7_HUMAN_127-303	Q8MRR1_DROME_41-220	Q86AF7_DICDI_286-471	D0MXP9_PHYIT_957-1148	Q8MKJ8_DROME_144-324	D0NMG0_PHYIT_279-489	B8C8I7_THAPS_81-294	Q22XZ6_TETTS_144-333	Q4P940_USTMA_827-1016	B9F0Z0_ORYSJ_387-537	B8BQ30_THAPS_365-549	V5IMN0_NEUCR_493-676	B9G4T6_ORYSJ_322-427	Q55CZ7_DICDI_2-179	F8WJ74_MOUSE_365-496	Q86AF6_DICDI_540-708	B8CDL4_THAPS_224-415	D0NJ57_PHYIT_385-538	YL072_YEAST_390-578	B8C2T9_THAPS_869-1064	Q4QEC5_LEIMA_378-547	B8CDL2_THAPS_184-373	Q4QEC6_LEIMA_54-221	Q8VZF8_ARATH_257-370	Q4Q507_LEIMA_35-214	C4LUM2_ENTHI_46-249	I7MCY9_TETTS_788-993	Q5BB65_EMENI_853-1030	YFE2_YEAST_402-586	B8BUE2_THAPS_254-437	Q23QL2_TETTS_311-513	Q7RWT3_NEUCR_945-1126	D0NHH4_PHYIT_394-641	Q6K8R7_ORYSJ_365-458	B8LDM5_THAPS_929-1109	I7M5W4_TETTS_346-560	
99999	323.86	99999	99999	241.06	271.92	437.01	263.11	321.62	99999	317.86	405.24	301.12	319.83	437.01	99999	317.86	99999	298.78	366.44	99999	437.01	99999	99999	99999	306.22	474.57	99999	256.24	3.60	99999	99999	308.44	99999	99999	99999	99999	99999	99999	99999	430.63	405.24	285.93	332.84	325.57	180.93	350.73	336.66	374.08	325.57	294.88	209.91	344.30	273.86	190.03	174.76	365.98	281.37	273.86	308.44	99999	60.61	189.03	350.73	255.52	394.33	234.41	345.00	99999	216.49	532.39	216.49	0.00	565.23	247.04	233.23	384.32	99999	270.57	350.73	405.24	99999	273.86	507.99	263.11	
99999	99999	407.90	99999	99999	99999	99999	99999	781.53	400.50	99999	368.62	99999	460.32	99999	407.90	99999	99999	99999	336.42	99999	460.32	99999	742.72	99999	99999	99999	460.32	99999	368.24	99999	99999	479.85	99999	99999	99999	99999	99999	99999	99999	345.22	99999	99999	99999	99999	218.55	99999	99999	99999	99999	99999	99999	413.10	99999	99999	385.76	310.01	368.24	429.98	326.75	99999	336.66	336.42	99999	99999	99999	99999	378.95	99999	216.32	99999	231.79	565.23	0.00	344.30	99999	99999	479.85	415.79	99999	99999	99999	328.53	99999	99999	
273.86	99999	265.21	99999	334.87	263.11	99999	99999	99999	294.36	448.42	283.52	99999	311.35	99999	242.82	400.50	448.83	590.56	281.72	99999	252.88	99999	331.16	99999	99999	99999	317.67	601.02	195.79	99999	99999	601.02	454.21	495.36	495.36	295.43	295.43	299.42	281.72	99999	316.49	410.37	251.21	433.39	226.58	415.79	418.77	99999	433.39	99999	308.28	305.28	345.22	323.25	407.90	217.54	601.02	550.31	392.03	99999	187.16	99999	462.33	580.32	424.26	905.19	99999	513.50	358.35	554.56	436.32	247.04	344.30	0.00	99999	99999	99999	443.32	402.53	325.78	373.48	466.29	99999	99999	
349.46	358.35	99999	99999	393.53	344.30	223.52	235.50	263.11	99999	99999	99999	433.39	99999	99999	99999	99999	398.65	527.88	99999	99999	99999	99999	326.75	99999	535.39	781.53	99999	99999	211.24	99999	838.97	99999	368.24	368.24	341.11	313.22	313.22	313.22	296.57	472.11	153.61	155.69	251.21	274.53	317.67	287.45	305.28	307.35	274.53	392.03	363.03	472.11	337.12	223.62	281.72	367.89	99999	99999	251.21	485.91	274.41	99999	341.30	288.29	99999	329.61	418.15	99999	265.41	99999	302.22	233.23	99999	99999	0.00	372.93	349.75	251.21	159.62	99999	99999	99999	99999	183.28	
272.19	99999	250.88	99999	99999	99999	99999	99999	563.09	258.84	99999	225.68	368.62	282.33	424.26	250.88	99999	296.57	99999	210.38	379.78	246.95	424.26	241.74	407.90	114.13	118.40	231.64	506.61	448.83	123.87	127.27	99999	245.49	245.49	245.49	299.42	299.42	299.42	337.12	99999	303.79	311.88	281.72	276.90	330.33	276.90	282.33	307.35	290.07	299.42	429.58	448.83	263.11	99999	99999	99999	127.98	99999	99999	59.14	408.86	99999	318.37	400.50	99999	260.60	180.21	99999	99999	99999	335.67	384.32	99999	99999	372.93	0.00	167.78	99999	99999	99999	390.66	99999	315.24	99999	
172.38	99999	184.44	99999	99999	427.82	99999	506.61	563.09	190.41	99999	189.29	466.29	216.49	99999	223.34	99999	194.31	99999	186.71	99999	192.94	99999	224.96	99999	177.06	160.31	191.74	99999	444.06	165.69	181.75	99999	247.38	247.38	238.70	243.61	243.61	243.61	235.14	99999	331.16	379.78	291.76	210.08	99999	223.34	231.64	99999	210.08	646.49	265.21	465.38	323.25	99999	99999	99999	180.58	99999	99999	217.07	454.21	646.49	220.62	296.57	99999	244.94	85.16	99999	546.05	99999	499.61	99999	479.85	99999	349.75	167.78	0.00	99999	99999	99999	426.15	507.99	267.74	99999	
326.75	99999	290.07	632.05	303.79	284.43	334.73	282.98	495.36	313.22	488.89	254.89	263.11	302.32	454.21	398.65	99999	256.73	99999	316.49	99999	306.87	554.56	405.66	99999	99999	99999	590.56	99999	208.36	99999	99999	274.19	306.87	306.87	306.87	407.90	407.90	407.90	473.68	337.78	367.89	328.53	413.10	424.26	292.73	415.79	256.54	313.22	424.26	300.77	276.90	274.19	263.11	363.03	269.88	228.21	535.39	592.64	195.67	99999	279.16	400.50	462.33	437.65	353.83	337.78	99999	239.31	537.52	341.11	369.48	270.57	415.79	443.32	251.21	99999	99999	0.00	99999	99999	99999	99999	99999	228.21	
99999	99999	99999	99999	99999	290.16	212.76	211.24	245.90	99999	324.74	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	393.53	99999	99999	400.50	99999	99999	479.85	99999	341.11	99999	400.50	400.50	400.50	297.80	297.80	297.80	297.80	99999	175.18	186.47	212.25	248.50	306.87	258.71	306.87	99999	248.50	99999	349.15	99999	99999	368.24	99999	99999	554.56	550.31	99999	99999	308.96	99999	278.99	348.82	99999	99999	99999	466.29	99999	99999	99999	350.73	99999	402.53	159.62	99999	99999	99999	0.00	99999	99999	99999	99999	137.43	
99999	99999	99999	527.88	386.94	363.58	99999	99999	99999	99999	99999	305.28	407.90	368.24	554.56	99999	99999	99999	379.78	341.11	554.56	99999	392.03	99999	258.71	396.97	99999	368.24	99999	459.86	367.89	99999	281.14	298.17	298.17	284.18	281.72	281.72	281.72	295.43	349.75	99999	99999	99999	390.66	448.83	349.46	337.12	99999	390.66	99999	99999	367.89	535.39	99999	99999	99999	601.02	665.99	99999	372.93	99999	407.90	300.02	99999	99999	338.55	378.18	99999	344.30	99999	302.22	405.24	99999	325.78	99999	99999	99999	99999	99999	0.00	99999	99999	99999	99999	
306.68	99999	341.66	99999	291.01	288.29	99999	99999	99999	353.83	99999	459.86	99999	403.62	99999	284.18	99999	292.73	99999	274.19	99999	308.28	99999	563.09	99999	99999	438.80	337.78	99999	372.42	99999	99999	389.40	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	312.61	99999	306.68	479.85	353.67	99999	99999	479.85	99999	99999	349.46	99999	99999	99999	383.66	99999	99999	99999	278.33	99999	488.89	374.08	353.98	99999	99999	99999	99999	327.67	99999	99999	99999	373.48	99999	390.66	426.15	99999	99999	99999	0.00	99999	99999	99999	
99999	99999	418.15	298.17	221.51	191.07	255.52	388.23	99999	838.97	271.92	418.15	230.72	341.66	237.57	418.15	234.12	99999	99999	403.62	341.66	403.62	303.79	418.15	99999	99999	535.39	99999	237.57	232.25	99999	342.64	104.43	295.91	295.91	295.91	271.42	271.42	271.42	295.91	97.20	99999	507.99	99999	328.53	203.81	377.47	229.03	99999	328.53	328.53	290.85	251.83	377.47	255.52	198.41	303.79	388.23	10.27	377.47	99999	208.36	290.85	377.47	263.11	367.56	251.83	99999	295.91	328.53	99999	328.53	273.86	328.53	466.29	99999	99999	507.99	99999	99999	99999	99999	0.00	99999	99999	
311.88	99999	280.38	99999	358.35	99999	99999	99999	99999	393.53	99999	267.74	99999	244.49	410.37	280.38	99999	353.50	99999	235.50	482.29	244.49	99999	229.03	618.37	410.37	275.71	277.82	339.92	546.05	270.10	99999	328.53	263.11	263.11	263.11	348.82	348.82	348.82	324.74	99999	479.85	99999	321.04	252.27	374.72	263.11	332.42	99999	252.27	99999	427.82	99999	348.82	336.42	99999	358.35	233.64	99999	448.42	256.54	99999	499.61	279.71	99999	99999	358.35	294.88	632.05	99999	99999	99999	507.99	99999	99999	99999	315.24	267.74	99999	99999	99999	99999	99999	0.00	99999	
99999	433.39	421.05	99999	99999	369.03	311.19	219.51	244.68	99999	99999	99999	99999	99999	308.28	99999	99999	443.32	99999	368.24	326.75	433.39	337.12	99999	99999	99999	317.67	99999	433.39	299.68	353.98	542.86	99999	363.20	363.20	337.12	99999	99999	99999	527.88	99999	200.69	211.15	99999	299.42	99999	299.42	99999	99999	299.42	433.39	99999	99999	443.32	99999	99999	99999	99999	99999	314.48	99999	437.01	99999	289.19	99999	99999	99999	485.91	99999	99999	563.09	99999	263.11	99999	99999	183.28	99999	99999	228.21	137.43	99999	99999	99999	99999	0.00	
